,czone,I_c_80,pop_80,manuf_80,female_80,emp_80,col_80,fborn_80,fborn_denom_80,manuf_share_80,female_share_80,col_share_80,lnpop_80,fborn_share_80,x,z_1,z_2,Dln_wage,Dunemp_rate,Dnilf_rate,statefip
411,26902.0,313.07726204395294,30399.80214446783,2755.079905986786,7899.982912242413,19629.94433015585,3454.285791218281,313.07726204395294,30389.366235733032,0.14035087719298245,0.4024455077086656,0.11362856162032269,10.322191378967469,0.010302197802197802,0.01570943572877675,0.009797570643623597,0.9513441094958512,1.2699233169341206,-0.06202969051102463,-0.14115789646672502,27.0
412,27001.0,110.55929400026798,8563.922913260758,530.6846112012863,2467.6834420859814,6374.848892055452,1116.6488694027066,110.55929400026798,8563.922913260758,0.08324661810613944,0.3870967741935484,0.13038987864704363,9.055313648415064,0.012909888974954816,0.02131554754154451,0.03229431203698682,2.5015174103849995,1.2703561156212595,0.010564912323864768,-0.10695026581353359,31.0
413,27002.0,75.89359860867262,5878.718148227781,364.28927332162857,1693.9451209455729,4376.024895776063,766.5253459475935,75.89359860867262,5878.718148227781,0.08324661810613944,0.3870967741935484,0.13038987864704363,8.679094015124704,0.012909888974954816,0.05703188908493604,0.03229431203698682,2.501517410384999,1.2824590380944914,0.01614186265311501,-0.11193735198552,31.0
414,27003.0,49.66942500323057,3847.39366075024,238.41324001550674,1108.6215660721064,2863.9390456862748,501.6611925326288,49.66942500323057,3847.39366075024,0.08324661810613944,0.3870967741935484,0.13038987864704363,8.255151226799631,0.012909888974954816,0.01680399270194836,0.03229431203698683,2.5015174103849995,1.269614077225554,0.01022842692253061,-0.1066511839961587,31.0
415,27004.0,49.539111629128456,6059.4155487418175,109.5075099170208,1702.5810470432043,4205.609845146537,876.0600793361664,49.539111629128456,6051.593583747745,0.026038437693738377,0.4048357098574086,0.14457831325301204,8.709368630310319,0.008186126669538992,0.009291471746406618,0.014943115166846361,1.827778928828997,1.3760167650097643,-0.015169509831357807,-0.1354323018807156,46.0
416,27005.0,243.55530738830566,23018.42507109046,2195.0029322504997,6635.00434666872,17219.334092885256,3373.6267130076885,243.55530738830566,23006.21065735817,0.12747316013558496,0.3853229347242989,0.14656201293479149,10.044050264257327,0.010586502532541507,0.0482160134407109,0.015369726138399258,1.452593635809683,1.3935229065712567,-0.002362725785141132,-0.11574584238580445,46.0
417,27006.0,125.43634995818138,12882.313140705228,957.4974713474512,3758.9092870801687,9570.79350180924,2182.592489272356,125.43634995818138,12878.131929039955,0.1000436871996505,0.39274792485801663,0.1694255111976631,9.463610575203353,0.00974025974025974,0.010362552794964171,0.009013560440493132,0.9256926572386447,1.306494654206525,0.010235726760294717,-0.10197543110077073,46.0
418,27007.0,109.71685320138931,10316.286057382822,905.146896392107,3122.8601662814617,7787.674085050821,1412.3191818594933,109.71685320138931,10315.849856734276,0.11622814289694304,0.4010003670128014,0.13690190190575133,9.241479096103289,0.010635755146219504,0.008839726456920856,0.010925321766674625,1.0272692054618577,1.269727445437118,-0.013417961805886773,-0.09954087594056908,46.0
419,27008.0,103.70078198611736,10650.070309974253,791.5826358273625,3107.5667668506503,7912.369665540755,1804.3936065584421,103.70078198611736,10646.613617241383,0.1000436871996505,0.39274792485801663,0.1694255111976631,9.273321772991295,0.00974025974025974,0.008630386029264143,0.009013560440493134,0.9256926572386447,1.306494654206525,0.010235726760294717,-0.1019754311007707,46.0
420,27009.0,44.53862067312002,4988.113648891449,225.52811793982983,1427.5743876770139,3579.691337533295,780.9703508019447,44.53862067312002,4984.000121243298,0.06300211294061947,0.3987981792476921,0.15656627049295607,8.514813091001361,0.008936320142385854,0.012289491307100333,0.012082299686977216,1.3531600904511363,1.3410921717980284,-0.0026371015935406153,-0.11930096126998546,46.0
421,27010.0,32.625419087707996,3256.6849552094936,224.63270388543606,969.1106734797359,2405.1704047247767,441.82435274124146,32.625419087707996,3255.46658243984,0.09339575418197478,0.4029280717806899,0.1356669001815744,8.088465072077463,0.010021733678266349,0.0069197915126065195,0.012293100001713736,1.2271031284177583,1.2884596277280305,-0.013846963901735891,-0.1078760032029538,46.0
